userName,gender,city,min_experience,job_title,education,skills_name,level
Odili,Female,Sofia,0.9,Business Analyst,BE /  B.Tech  ( Engineering )  ,"Management Proficiency, Research Proficiency, Training/Mentoring,
Ingenium, Mantis, Software Testing, Qa Tester, Qa Analyst, Business Analyst, DB2, sql, c++, insurance, test lead, test analyst, test engineer, tester, manual tester, Business Systems Analyst, soap, rft, project management, life insurance, as/400, requirement gathering, Requirement Analysis, Uat, Brd, Fsd, Use Case, Gap Analysis, Business Requirement Gathering, Business Requirement Analysis, Business Requirement Document, Functional Specifications, Annuities
",Beginner Level
Hely,Male,Caracas,1,Business Analyst,"MBA /  PGDM
	                    
                    	","
business intelligence, jira, business analysis, nbfc, agile methodology, business requirements gathering, business requirement document, tableau, project management, csm, certified pmp, microsoft excel, user acceptance testing, uat, power bi, sql, python, wireframes, cloud computing, banking, finance, marketing, business analyst, scrum, business requirements, user stories, agile, pmp
",Beginner Level
Chiemela,Female,Roseau,1.1,Business Analyst,B.com.  ( Commerce )  ,"Planning/Organizing, Management Proficiency, Analytical Proficiency,
Microsoft Excel, Oracle Financial, social media investigation, lexsis nexsis, emailedge, travel liasoining officer, Chargeback, Fraud Investigator, Compliance, Credit Risk, Risk Management, Credit Risk Management, Banking, Financial Services, Capital Market, Anti Money Laundering, Aml Kyc, Business Requirements, anti-money laundering · aml · kyc verification · business analysis · financial analysis · cross-border transactions · transaction monitoring · suspicious activity reporting
",Beginner Level
Yuan,Male,Managua,1.2,Business Analyst,BE /  B.Tech  ( Engineering )  ,"
WordPress, Wix, MS SQL Server, MySQL, basic mongodb, ASP.net MVC, c#, HTML CSS JS, c++, Business analyst, Figma, Adobe xd, Lucidchart, Draw.io, Canva, MS Word, MS Excel, MS PPT, Ms Paint, MS word, Google Editor Suite, MS power Bi
",Beginner Level
Clements,Female,Rabat,1.3,Business Analyst,"B.com.  ( Commerce )  , MBA /  PGDM
	                    
                    	","Business Analyst, Agile Methodology, Waterfall Methodology, banking and finance domain",Beginner Level
Kolesnikov,Male,Belmopan,1.4,Business Analyst,BE /  B.Tech  ( Engineering )  ,"
C, c++, Python, Bootstrap, Database, Jquery, Html5, Css3, Web designing, Digital Marketing, numpy, pandas, matplotlib, seaborn, sql, Data Visualization, Tableau
",Beginner Level
Rutherford,Female,Havana,1.5,Business Analyst,"MBA
	                    
                    	","
Account Executive, Trade Marketing, Accounting Analyst, Budget Analyst, Budget Forecasting, Compensation / payroll / salary
",Beginner Level
Hsiung,Male,Nouakchott,1.6,Business Analyst,"M.Sc.  ( Science ) 
                  	
	                  	
                    	","Analytical Proficiency, Training/Mentoring, Planning/Organizing,
Sql, Advanced Excel, Microsoft Excel, R programming, Python, Power Bi, Tableau, Data Analysis, Statistician, Statistical and Analyst, MS SQL Server, Predictive Analytics
",Beginner Level
Angelo,Female,London,1.7,Business Analyst,"B.com.  ( Commerce )  
	                    
                    	","Planning/Organizing, Management Proficiency, Communication Proficiency,
Accounts Payable Process, Accounts Receivable, Export Import, Quality Analyst, Business Analyst
",Beginner Level
Mendes,Male,Brazzaville,1.8,Business Analyst,BE /  B.Tech  ( Engineering )  ,"Training/Mentoring, Research Proficiency, Management Proficiency,
Functional Testing, Regression Testing, Integration Testing, Smoke Testing, Gui Testing, Salesforce Testing, Sfdc Testing, Manual Testing, test engineer, qa engineer, qa lead, Business Analysis, Business Analyst, Business Requirement Analysis, Documenting Requirements, Defining Requirements, Functional Requirements, Business Requirements Gathering, Business Requirement Document, Requirement Gathering
",Beginner Level
McGregor,Female,Amman,1.9,Business Analyst,"BE /  B.Tech  ( Engineering )  , MBA /  PGDM
                  	
	                  	
	                       		2013
	                    
                    	","Management Proficiency, Planning/Organizing, Interpersonal Abilities,
business analyst, business development, Client Relationship Management, Client Retention, client servicing, Collection, Customer Service Manager, Incident Management, Key Account Manager, Marketing Management, MS BI, Ms Project, Operations Management, PMO, project coordination, project manager, Project Planning, Service Delivery Management, Sql server, SSIS, SSRS, SSRS reporting services, supply chain management, team management, Vendor Management, Power Bi, Tableau, Dashboards, Etl Developer, Business Requirements Gathering, MS Excel, EXCEL DASHBOARDS, Data Analyst, POWER POINT PRESENTATION, Documentation
",Beginner Level
Bronner,Male,Kinshasa,0,Business Analyst,B.com.  ( Commerce )  ,"Management Proficiency, Planning/Organizing, Teamwork,
Human Resource Management, Talent Management, Hr Administration, Vendor Management, Sla Management, Client Relationship Management, Project Manager, Business Analyst, Agile Methodology, Six Sigma, Pmp
",Beginner Level
Mironova,Female,Seoul,0,Business Analyst,"B.com.  ( Commerce )  , MCA 
	                    
                    	","
Business Analyst, senior business analyst, business consultant, senior consultant, project lead, project manager, senior project manager, Product Owner, Agile Scrum Master, Agile Methodology, Product Management, Team Management, B2b And Sales
",Beginner Level
Kumu,Male,Monaco,0.1,Business Analyst,"MBA /  PGDM
                  	
	                  	
                    	","
Business Analyst, Manual Testing, Black Box Testing, Functional Gui Testing, Operations Management, Teamleader, Good Communication
",Beginner Level
Evans,Female,Freetown,0.2,Business Analyst,BE Computer Science,"Analytical skills, problem-solving, communication, and technical skills, Statistics and probability, Programming skills, Data visualization, Negotiation skills, Decision-making, Project management skills, Industry or business knowledge, Management skills",Beginner Level
Henderson,Male,Windhoek,0.3,Business Analyst,BE Electronics ,"Technical Skills Application Servers: IIS 6.0, Jboss 7.1. Database: SQL, Oracle and DB2. Report Tool: iReport, Crystal repor ",Beginner Level
Smith,Female,City of Victoria,0.4,Business Analyst,BE Electronics ,"Key Skills - Requirement Gathering - Requirement Analysis -Design Specifications - Client Communication - System Documentation - Problem solving - SDLC Operating Systems: Windows OS, UNIX (Linux/Ubuntu) Languages: Java, C++ Web Languages: JavaScript, HTML Tools: Citrix Software, System Architect, Quality Center v9.0 & v10.0, Tortoise SVN, DOORS, Artifact Viewer, Jform Designer, JIRA, Microsoft D365 Other Skills: Microsoft Office, MS Excel, MS PowerPoint, MS Visio, AutoCAD, VLSI, MS-CIT Certified",Beginner Level
Sun,Male,Chisinau,0.5,Business Analyst,Diploma Computer Engineering ,"IT Skills: Area Exposure Modeling Tool: Bizagi, MS Visio Prototyping Tool: Indigo Studio. Documentation: MS Office (MS Word, MS Excel, MS Power Point) Testing Proficiency: Smoke, Sanity, Integration, Functional, Acceptance and UI Methodology implemented: Waterfall, Agile (Scrum) Database: SQL Testing Tool: HPQC Business Exposure Education Details  
DOCUMENTATION, TESTING, INTEGRATION, INTEGRATOR, PROTOTYPE ",Beginner Level
McDonald,Female,BogotÃ¡,0.6,Business Analyst,MMS Management   ,"DOCUMENTATION, TESTING, INTEGRATION, INTEGRATOR, PROTOTYPE ",Beginner Level
Wong,Male,Havana,0.7,Business Analyst,B.Sc.  ,"Data visualization, Negotiation skills, Decision-making, Project management skills, Industry or business knowledge, Management skills",Beginner Level
Fanucci,Female,Athens,0.8,Business Analyst,Diploma Computer Engineering ,"Knowledge of Computers on the Windows platform, Fluency in MS-Office Applications such as Excel, Word, PowerPoint, HTML, JAVA, PHP ATTRIBUTES , Hardworking towards achieving the Goal , Good communication skills , Quick learner, Good interpersonal relation",Beginner Level
Hsia,Male,Bishkek,0.9,Business Analyst,Diploma Computer Engineering ,"Analytical skills, problem-solving, communication, and technical skills, Statistics and probability, Programming skills ",Beginner Level
McIntosh,Female,Mexico City,1,Business Analyst,Diploma Computer Engineering ,"Requirement Gathering - Requirement Analysis -Design Specifications - Client Communication - System Documentation - Problem solving - SDLC Operating Systems: Windows OS, UNIX (Linux/Ubuntu) Languages: Java, C++ Web Languages: JavaScript, HTML Tools: Citrix Software, System Architect, Quality Center v9.0 & v10.0, Tortoise SVN, DOORS, Artifact Viewer, Jform Designer, JIRA, Microsoft D365 Other Skills: Microsoft Office, MS Excel, MS PowerPoint, MS Visio, AutoCAD, VLSI, MS-CIT Certified",Beginner Level
Owen Harris,Male,Apia,1.1,Business Analyst,Diploma Computer Engineering ,"problem-solving, communication, and technical skills, Statistics and probability, Programming skills, Data visualization, Negotiation skills",Beginner Level
Cuming Bradley,Female,Mbabane,1.2,Business Analyst,MMS Management   ,"Key Skills - Requirement Gathering - Requirement Analysis -Design Specifications - Client Communication - System Documentation - Problem solving - SDLC Operating Systems: Windows OS, UNIX (Linux/Ubuntu) Languages: Java, C++ Web Languages: JavaScript, HTML Tools: Citrix Software, System Architect, Quality Center v9.0 & v10.0, Tortoise SVN, DOORS, Artifact Viewer, JformDesigner, JIRA, Microsoft D365 Other Skills: Microsoft Office, MS Excel, MS PowerPoint, MS Visio, AutoCAD, VLSI, MS-CIT Certified. ",Beginner Level
Heikkinen Laina,Male,Tehran,1.3,Business Analyst,MMS Management   ,"IT Skills: Area Exposure Modeling Tool: Bizagi, MS Visio Prototyping Tool: Indigo Studio. Documentation: MS Office (MS Word, MS Excel, MS Power Point) Testing Proficiency: Smoke, Sanity, Integration, Functional, Acceptance and UI Methodology implemented: Waterfall, Agile (Scrum) Database: SQL Testing Tool: HPQC Business Exposure",Beginner Level
Futrelle Jacques ,Female,"Malabo (de jure),",1.4,Business Analyst,MMS Management   ,"DOCUMENTATION, TESTING, INTEGRATION, INTEGRATOR, PROTOTYPE , EXCEL, HTML, JAVA, PHP, POWERPOINT",Beginner Level
Allen William ,Male,Marigot,2.4,Business Analyst,MMS Management   ,"Knowledge of Computers on the Windows platform, Fluency in MS-Office Applications such as Excel, Word, PowerPoint, HTML, JAVA, PHP ATTRIBUTES , Hardworking towards achieving the Goal , Good communication skills , Quick learner, Good interpersonal relation",Beginner Level
Moran,Female,Wellington,1.6,Business Analyst,B.Sc. (Science),"SDLC, VISIO, REQUIREMENT GATHERING, Documentation, Functional Testing, Business Analysis, Jira",Beginner Level
Mc. Carthy,Male,Philipsburg,1.7,Business Analyst,B.Sc. (Science),"IT Skills: Area Exposure Modeling Tool: Bizagi, MS Visio Prototyping Tool: Indigo Studio. Documentation: MS Office (MS Word, MS Excel, MS Power Point) Testing Proficiency: Smoke, Sanity, Integration, Functional, Acceptance and UI Methodology implemented: Waterfall, Agile (Scrum) Database: SQL Testing Tool: HPQC Business Exposure Education Details ",Beginner Level
Palsson Master,Female,Philipsburg,1.8,Business Analyst,B.Sc. (Science),"Analytical skills, problem-solving, communication, and technical skills, Statistics and probability, Programming skills, Data visualization, Negotiation skills, Decision-making, Project management skills, Industry or business knowledge, Management skills",Beginner Level
Johnson Oscar ,Male,Macao,1.9,Business Analyst,B.Sc. (Science),"IT Skills: Area Exposure Modeling Tool: Bizagi, MS Visio Prototyping Tool: Indigo Studio. Documentation: MS Office (MS Word, MS Excel, MS Power Point) Testing Proficiency: Smoke, Sanity, Integration, Functional, Acceptance and UI Methodology implemented: Waterfall, Agile (Scrum) Database: SQL Testing Tool: HPQC Business Exposure Education Details 
DOCUMENTATION, TESTING, INTEGRATION, INTEGRATOR, PROTOTYPE , EXCEL, HTML, JAVA, PHP, POWERPOINT
",Beginner Level
Nasser,Female,Canberra,1,Business Analyst,"MBA /  PGDM
                  	
	                  	
                    	","
Business Analyst, Manual Testing, Black Box Testing, Functional Gui Testing, Operations Management, Teamleader, Good Communication
",Beginner Level
Sandstrom Rut,Male,Kigali,1,Business Analyst,BE Computer Science,"Analytical skills, problem-solving, communication, and technical skills, Statistics and probability, Programming skills, Data visualization, Negotiation skills, Decision-making, Project management skills, Industry or business knowledge, Management skills",Beginner Level
Bonnell,Female,Mbabane,1.5,Business Analyst,BE Electronics ,"Technical Skills Application Servers: IIS 6.0, Jboss 7.1. Database: SQL, Oracle and DB2. Report Tool: iReport, Crystal repor 
",Beginner Level
Saundercock,Male,Nuku?alofa,1.6,Business Analyst,BE Electronics ,"Key Skills - Requirement Gathering - Requirement Analysis -Design Specifications - Client Communication - System Documentation - Problem solving - SDLC Operating Systems: Windows OS, UNIX (Linux/Ubuntu) Languages: Java, C++ Web Languages: JavaScript, HTML Tools: Citrix Software, System Architect, Quality Center v9.0 & v10.0, Tortoise SVN, DOORS, Artifact Viewer, Jform Designer, JIRA, Microsoft D365 Other Skills: Microsoft Office, MS Excel, MS PowerPoint, MS Visio, AutoCAD, VLSI, MS-CIT Certified",Beginner Level
Andersson Mr.,Female,Sucre (de jure),0.5,Business Analyst,Diploma Computer Engineering ,"IT Skills: Area Exposure Modeling Tool: Bizagi, MS Visio Prototyping Tool: Indigo Studio. Documentation: MS Office (MS Word, MS Excel, MS Power Point) Testing Proficiency: Smoke, Sanity, Integration, Functional, Acceptance and UI Methodology implemented: Waterfall, Agile (Scrum) Database: SQL Testing Tool: HPQC Business Exposure Education Details  
DOCUMENTATION, TESTING, INTEGRATION, INTEGRATOR, PROTOTYPE ",Beginner Level
Vestrom Missy,Male,Roseau,1,Business Analyst,MMS Management   ,"DOCUMENTATION, TESTING, INTEGRATION, INTEGRATOR, PROTOTYPE ",Beginner Level
Hewlett,Female,Quito,0,Business Analyst,B.Sc.  ,"Data visualization, Negotiation skills, Decision-making, Project management skills, Industry or business knowledge, Management skills",Intermediate Level
Rice Master,Male,Funafuti,1,Business Analyst,Diploma Computer Engineering ,"Knowledge of Computers on the Windows platform, Fluency in MS-Office Applications such as Excel, Word, PowerPoint, HTML, JAVA, PHP ATTRIBUTES , Hardworking towards achieving the Goal , Good communication skills , Quick learner, Good interpersonal relation",Beginner Level
Charles Eugene,Female,Dushanbe,2.1,Business Analyst,B.Sc. (Science),"Analytical skills, problem-solving, communication, and technical skills, Statistics and probability, Programming skills, Data visualization, Negotiation skills, Decision-making, Project management skills, Industry or business knowledge, Management skills",Beginner Level
Vander Planke,Male,Kinshasa,2,Business Analyst, B.Sc. in Economics," Financial Analysis, Market Research, Forecasting, Business Strategy, Data Interpretation, Statistical Modeling, SQL, Python, Microsoft Excel, PowerPoint, Communication Skills",Intermediate Level
Masselmani,Female,Baku,2.1,Business Analyst, MBA in Finance," Financial Reporting, Budgeting, Risk Management, Stakeholder Management, Business Process Improvement, ERP Systems, SAP, Oracle, Business Intelligence Tools, Project Management",Intermediate Level
Fynney,Male,Sarajevo,2.2,Business Analyst,B.Com in Accounting,"Cost Analysis, Profitability Analysis, Taxation, Auditing, GAAP, Financial Modeling, QuickBooks, Xero, Business Communication, Presentation Skills",Intermediate Level
Beesley,Male,Yaren District (de facto),2.3,Business Analyst,B.Tech in Computer Science," Requirements Gathering, Agile Methodologies, User Stories, Software Development Life Cycle (SDLC), JIRA, Confluence, Technical Documentation, Software Testing, DevOps",Intermediate Level
Mc.Gowan,Female,Nuuk,2.4,Business Analyst, BA in Psychology," User Experience (UX) Research, Usability Testing, Customer Behavior Analysis, A/B Testing, Qualitative Analysis, Survey Design, UX/UI Design, Adobe XD, Sketch",Intermediate Level
Sloper,Female,Lilongwe,2.5,Business Analyst,B.Sc. in Mathematics,"Data Mining, Predictive Analytics, Machine Learning, R, MATLAB, Data Visualization with D3.js, Power BI, Statistical Analysis",Intermediate Level
Palsson,Male,Road Town,2.6,Business Analyst,B.A. in English Literature,"Content Analysis, Copywriting, Editing, Proofreading, SEO, Content Management Systems (CMS), WordPress, Social Media Analytics",Intermediate Level
Asplund Carl ,Female,Kingstown,2.7,Business Analyst,B.E. in Mechanical Engineering,"Supply Chain Analysis, Logistics Management, Inventory Optimization, Six Sigma, Lean Manufacturing, AutoCAD, SolidWorks, Minitab",Intermediate Level
Emir,Male,San Juan,2.8,Business Analyst,B.Com in Marketing," Market Segmentation, Customer Relationship Management (CRM), Digital Marketing Analytics, Google Analytics, SEO, SEM, Email Marketing, Social Media Marketing",Intermediate Level
Fortune Charles Alexander,Female,Bratislava,2.9,Business Analyst,B.A. in Political Science,"Public Policy Analysis, Government Regulations, Compliance Management, Lobbying, Policy Advocacy, Stakeholder Engagement, Legislative Research",Intermediate Level
Nellie,Male,Libreville,3,Business Analyst,Diploma in Information Technology," ITIL, ServiceNow, Incident Management, Change Management, IT Asset Management, Service Level Agreements (SLAs), IT Governance",Intermediate Level
Todoroff,Female,Bishkek,3.1,Business Analyst,B.Sc. in Environmental Science,"Sustainability Reporting, Environmental Impact Assessment, Carbon Footprint Analysis, Renewable Energy Market Analysis, Environmental Policy Analysis",Intermediate Level
Manuel E,Male,Mexico City,3.2,Business Analyst, B.Tech in Electrical Engineering,"Energy Market Analysis, Power Grid Optimization, Smart Grid Technologies, Renewable Energy Integration, Energy Efficiency Analysis",Intermediate Level
Spencer,Male,Kuwait City,3.3,Business Analyst, B.Sc. in Chemistry,"Chemical Process Analysis, Quality Control, Hazard Analysis, Regulatory Compliance, Laboratory Information Management Systems (LIMS), Safety Management",Intermediate Level
Glynn Mary,Female,San Salvador,3.4,Business Analyst, B.A. in History,"Historical Data Analysis, Trend Analysis, Archival Research, Data Interpretation, Historical Contextualization, Report Writing",Intermediate Level
Edward H,Female,London,3.5,Business Analyst, B.Com in International Business,"Cross-Border Trade Analysis, Import/Export Documentation, Foreign Exchange Risk Management, Global Market Entry Strategy, International Logistics",Intermediate Level
Meyer,Male,San Salvador,3.6,Business Analyst,B.Tech in Civil Engineering,"Construction Cost Estimation, Project Planning, Building Information Modeling (BIM), Construction Management Software, Quantity Surveying",Intermediate Level
Alexander Oskar,Female,Luanda,2,Business Analyst, B.A. in Sociology,"Social Impact Assessment, Community Needs Analysis, Program Evaluation, Qualitative Research Methods, Ethnographic Studies",Intermediate Level
M. Hanna,Male,Douglas,2.6,Business Analyst,B.Sc. in Physics,"Scientific Data Analysis, Experimental Design, Instrumentation, Data Visualization, MATLAB, LabVIEW, Scientific Writing",Intermediate Level
Cann Ernest ,Female,Moscow,3,Business Analyst,B.A. in Anthropology,"Cultural Sensitivity Analysis, Ethnographic Research, Participant Observation, Cross-Cultural Communication, Diversity and Inclusion Initiatives",Intermediate Level
Vander ,Male,Bern,2,Business Analyst,B.Sc. in Biochemistry,"Clinical Data Analysis, Pharmaceutical Market Research, Drug Development Lifecycle, FDA Regulations, Pharmacovigilance",Intermediate Level
Jamila,Female,Budapest,2.1,Business Analyst,B.Tech in Aerospace Engineering,"Aerospace Market Analysis, Aircraft Lifecycle Management, Aviation Regulations, Aircraft Maintenance Planning, Aerospace Supply Chain Management",Intermediate Level
Ahlin Johan,Male,Doha,2.2,Business Analyst,B.Sc. in Neuroscience,"Cognitive Neuroscience Research, Brain Imaging Data Analysis, Neuropsychological Testing, Neuropharmacology, Neuroinformatics",Intermediate Level
Turpin,Male,Lisbon,2.3,Business Analyst,B.A. in Linguistics,"Natural Language Processing (NLP), Speech Recognition, Sentiment Analysis, Text Mining, Machine Translation",Intermediate Level
Kraeff Theodor,Male,Paris,2.4,Business Analyst, B.Com in Management Studies," Organizational Behavior Analysis, Leadership Development Programs, Performance Management, Talent Acquisition Analytics, HR Metrics",Intermediate Level
Laroche,Female,Lisbon,1.2,Business Analyst, B.Sc. in Geology,"Geospatial Data Analysis, Geological Surveying, GIS Software, Remote Sensing, Geotechnical Engineering",Intermediate Level
Rogers,Male,Port Vila,2.6,Business Analyst,B.Tech in Biotechnology,"Biomedical Data Analysis, Genomic Sequencing Analysis, Drug Discovery Analytics, Bioprocess Optimization, Bioinformatics",Intermediate Level
Samaan,Female,Podgorica,2.7,Business Analyst, B.A. in Philosophy," Logical Reasoning, Argument Analysis, Ethical Decision Making, Critical Thinking, Philosophy of Technology",Intermediate Level
Arnold Franchi,Male,Dublin,2.8,Business Analyst, B.Sc. in Nutrition and Dietetics,"Nutritional Data Analysis, Dietary Assessment, Menu Planning, Food Policy Analysis, Public Health Nutrition",Intermediate Level
Panula,Male,Port-au-Prince,2.9,Business Analyst,B.Com in Supply Chain Management," Demand Forecasting, Inventory Management, Supplier Relationship Management, Warehouse Optimization, Transportation Logistics",Intermediate Level
Nosworthy,Male,San Salvador,3,Business Analyst,B.A. in Music,"Music Industry Analysis, Copyright Law Compliance, Royalty Tracking, Music Licensing, Sound Recording Sales Analysis",Intermediate Level
Harper,Female,Vilnius,3.1,Business Analyst, B.Sc. in Agricultural Economics,"Agribusiness Market Analysis, Farm Financial Analysis, Crop Yield Forecasting, Agricultural Policy Analysis, Rural Development Initiatives",Intermediate Level
Faunthorpe Lizzie ,Male,Tallinn,3.2,Business Analyst, B.Tech in Chemical Engineering,"Process Simulation, Chemical Plant Optimization, Material Flow Analysis, Process Safety Management, Petrochemical Market Analysis",Intermediate Level
Ostby,Female,Tashkent,3.3,Business Analyst,B.A. in Fine Arts,"Art Market Analysis, Auction House Operations, Art Investment Evaluation, Artistic Trend Analysis, Cultural Heritage Management",Intermediate Level
Woolner,Male,Willemstad,3.4,Business Analyst, B.Sc. in Zoology,"Wildlife Conservation Analysis, Biodiversity Monitoring, Ecological Impact Assessment, Habitat Restoration Planning, Conservation Policy Analysis",Intermediate Level
Rugg,Female,Dushanbe,3.5,Business Analyst, B.Com in Entrepreneurship,"Startup Financial Analysis, Business Plan Evaluation, Venture Capital Funding Analysis, Market Entry Strategy, Growth Hacking",Intermediate Level
Novel,Male,City of Baghdad,3.6,Business Analyst,B.A. in Archaeology,"Archaeological Site Analysis, Artifact Cataloging, Cultural Heritage Preservation, Archaeological Surveying, Heritage Tourism Development",Intermediate Level
West Constance ,Female,Tegucigalpa,2,Business Analyst,B.Tech in Materials Science,"Materials Market Analysis, Failure Analysis, Supply Chain Optimization, Product Lifecycle Management, Composite Materials Research",Intermediate Level
Goodwin Master,Male,Ashgabat,3.3,Business Analyst, B.Sc. in Marine Biology,"Marine Conservation Analysis, Fisheries Management, Coral Reef Monitoring, Aquaculture Market Analysis, Oceanographic Data Analysis",Intermediate Level
Sirayanian,Female,Ngerulmud,2.7,Business Analyst,B.A. in Economics,"Econometric Modeling, Financial Forecasting, Monetary Policy Analysis, International Trade Analysis, Economic Development Strategies",Intermediate Level
Icard,Male,Kuala Lumpur,4.5,Business Analyst,B.Com in Hospitality Management,"Hospitality Market Analysis, Revenue Management, Hotel Operations Analysis, Customer Satisfaction Surveys, Tourism Development",Intermediate Level
Harris Henry Birkhardt,Female,Bangkok,2.6,Business Analyst,B.Sc. in Forestry,"Forestry Market Analysis, Timber Supply Chain Management, Forest Carbon Sequestration Analysis, Sustainable Forestry Practices, Forest Certification",Intermediate Level
Skoog Master,Male,City of Baghdad,3,Business Analyst,B.Tech in Automotive Engineering,"Automotive Market Analysis, Vehicle Lifecycle Management, Automotive Supply Chain Optimization, Electric Vehicle Market Analysis, Automotive Safety Analysis",Intermediate Level
Stewart,Female,London,3.6,Business Analyst, B.A. in Theatre Arts," Performing Arts Market Analysis, Box Office Revenue Analysis, Theatre Production Cost Analysis, Audience Demographics Analysis, Arts Funding Analysis",Beginner Level
Moubarek,Male,Road Town,3.5,Business Analyst,B.Sc. in Earth Sciences,"Geoscience Data Analysis, Geological Mapping, Geochemical Analysis, Environmental Impact Assessment, Geothermal Energy Market Analysis",Intermediate Level
Nye Ramell,Female,Antananarivo,2.5,Business Analyst,B.Com in Retail Management,"Retail Market Analysis, Merchandising Analysis, Sales Performance Evaluation, Customer Behavior Analysis, Retail Space Optimization",Intermediate Level
Crease James,Male,Rome,2,Business Analyst,B.A. in Geography,"Geographic Information Systems (GIS), Spatial Analysis, Cartography, Urban Planning Analysis, Environmental Planning",Intermediate Level
Andersson Erna,Female,AsunciÃ³n,3,Business Analyst,B.Tech in Robotics Engineering,"Robotics Market Analysis, Industrial Automation Analysis, Artificial Intelligence Integration, Robotics Process Automation (RPA), Human-Robot Interaction Analysis",Intermediate Level
Kink,Male,Gaza,2,Business Analyst,B.Sc. in Pharmaceutical Sciences,"Pharmaceutical Market Analysis, Drug Pricing Analysis, Clinical Trial Data Analysis, Pharmacoeconomics, Pharmaceutical Supply Chain Management",Intermediate Level
Jenkin,Female,Port Moresby,3,Business Analyst,B.A. in Communication Studies,"Media Industry Analysis, Advertising Effectiveness Analysis, Audience Engagement Metrics, Content Consumption Analysis, Media Consumption Trends Analysis",Intermediate Level
Goodwin,Male,Douglas,3.7,Business Analyst,"BE /  B.Tech  ( Engineering ) 
	                    
                    	","Management Proficiency, Planning/Organizing, Interpersonal Abilities,
business analyst, business development, Client Relationship Management, Client Retention, client servicing, Collection, Customer Service Manager, Incident Management, Key Account Manager, Marketing Management, MS BI, Ms Project, Operations Management, PMO, project coordination, project manager, Project Planning, Service Delivery Management, Sql server, SSIS, SSRS, SSRS reporting services, supply chain management, team management, Vendor Management, Power Bi, Tableau, Dashboards, Etl Developer, Business Requirements Gathering, MS Excel, EXCEL DASHBOARDS, Data Analyst, POWER POINT PRESENTATION, Documentation
",Advanced Level
Hood Jr,Female,Kabul,3.8,Business Analyst,B.com.  ( Commerce )  ,"Management Proficiency, Planning/Organizing, Teamwork,
Human Resource Management, Talent Management, Hr Administration, Vendor Management, Sla Management, Client Relationship Management, Project Manager, Business Analyst, Agile Methodology, Six Sigma, Pmp
",Advanced Level
Chronopoulos,Male,Panama City,3.9,Business Analyst,"B.com.  ( Commerce )  , MCA 
	                    
                    	","
Business Analyst, senior business analyst, business consultant, senior consultant, project lead, project manager, senior project manager, Product Owner, Agile Scrum Master, Agile Methodology, Product Management, Team Management, B2b And Sales
",Advanced Level
Bing Lee,Female,Tripoli,4,Business Analyst,"MBA /  PGDM
                  	
	                  	
                    	","
Business Analyst, Manual Testing, Black Box Testing, Functional Gui Testing, Operations Management, Teamleader, Good Communication
",Advanced Level
Moen,Male,Asmara,4.1,Business Analyst,BE Computer Science,"Analytical skills, problem-solving, communication, and technical skills, Statistics and probability, Programming skills, Data visualization, Negotiation skills, Decision-making, Project management skills, Industry or business knowledge, Management skills",Advanced Level
Staneff,Female,Djibouti (city),4.2,Business Analyst,BE Electronics ,"Technical Skills Application Servers: IIS 6.0, Jboss 7.1. Database: SQL, Oracle and DB2. Report Tool: iReport, Crystal repor ",Advanced Level
Moutal,Male,San Salvador,4.3,Business Analyst,BE Electronics ,"Key Skills - Requirement Gathering - Requirement Analysis -Design Specifications - Client Communication - System Documentation - Problem solving - SDLC Operating Systems: Windows OS, UNIX (Linux/Ubuntu) Languages: Java, C++ Web Languages: JavaScript, HTML Tools: Citrix Software, System Architect, Quality Center v9.0 & v10.0, Tortoise SVN, DOORS, Artifact Viewer, Jform Designer, JIRA, Microsoft D365 Other Skills: Microsoft Office, MS Excel, MS PowerPoint, MS Visio, AutoCAD, VLSI, MS-CIT Certified",Advanced Level
Dowdell,Female,Paris,4.4,Business Analyst,Diploma Computer Engineering ,"IT Skills: Area Exposure Modeling Tool: Bizagi, MS Visio Prototyping Tool: Indigo Studio. Documentation: MS Office (MS Word, MS Excel, MS Power Point) Testing Proficiency: Smoke, Sanity, Integration, Functional, Acceptance and UI Methodology implemented: Waterfall, Agile (Scrum) Database: SQL Testing Tool: HPQC Business Exposure Education Details  
DOCUMENTATION, TESTING, INTEGRATION, INTEGRATOR, PROTOTYPE ",Advanced Level
Waelens,Male,Conakry,4.5,Business Analyst,MMS Management   ,"DOCUMENTATION, TESTING, INTEGRATION, INTEGRATOR, PROTOTYPE ",Advanced Level
Sheerlinck,Female,Luanda,4.6,Business Analyst,B.Sc.  ,"Data visualization, Negotiation skills, Decision-making, Project management skills, Industry or business knowledge, Management skills",Advanced Level
Carrau,Male,Abuja,2.5,Business Analyst,Diploma Computer Engineering ,"Knowledge of Computers on the Windows platform, Fluency in MS-Office Applications such as Excel, Word, PowerPoint, HTML, JAVA, PHP ATTRIBUTES , Hardworking towards achieving the Goal , Good communication skills , Quick learner, Good interpersonal relation",Advanced Level
Ilett,Female,George Town,4.8,Business Analyst,Diploma Computer Engineering ,"Analytical skills, problem-solving, communication, and technical skills, Statistics and probability, Programming skills ",Advanced Level
